LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,defaulted
100000,2,1,2,32,-1,-1,2,-1,-1,-1,1876,9814,6690,1196,416,620,9814,443,1196,2080,620,928,0
200000,2,2,1,48,0,0,-1,2,2,2,26465,20435,8475,8162,10962,7350,1000,8475,0,3000,0,7505,0
80000,2,2,1,27,-2,-2,-2,-2,-2,-2,390,0,780,0,0,0,390,780,0,0,0,0,0
290000,1,1,2,28,-2,-2,-2,-2,-2,-2,346,0,2765,6116,10462,1052,0,2765,6200,10479,1052,1481,1
370000,2,2,2,29,4,3,2,0,0,0,390509,382898,365461,304436,311426,275628,0,0,10019,11000,10000,10000,1
360000,1,1,1,43,-1,2,-1,-1,-1,-1,20310,6588,11627,35765,9681,3002,34,12085,41879,10053,4016,505,0
20000,1,2,1,33,0,0,0,2,2,-2,18706,17483,19509,18828,0,0,1275,3081,0,0,0,0,1
50000,1,2,2,25,0,0,0,0,0,0,24724,25895,23627,24827,25521,26523,2000,2000,2000,1500,2000,2000,0
80000,2,3,1,26,0,0,0,0,0,0,69489,70336,71755,66175,67573,69083,2600,2571,2500,2500,2600,3000,0
60000,2,2,2,24,0,0,0,0,0,0,60839,59316,59707,18490,19505,20197,3400,1705,1200,1300,1003,1000,0
240000,2,1,1,38,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
420000,2,2,2,49,0,0,0,0,0,0,115505,113724,112976,111344,100648,94891,4044,4297,4773,3203,2951,2837,0
130000,1,3,1,44,0,0,-2,-2,-2,-2,15722,0,0,0,0,0,0,0,0,0,0,0,0
180000,1,1,2,28,1,-2,-2,-2,-1,-1,0,0,0,0,383,2388,0,0,0,773,2395,847,0
210000,2,2,1,34,0,0,0,0,0,0,14724,16465,17694,18892,20566,23226,2000,1500,1500,2000,3000,2000,0
70000,2,1,1,36,1,2,2,0,0,2,18514,19913,19310,20021,22175,21680,2000,0,1339,2493,0,792,1
100000,2,1,2,28,2,0,0,0,0,0,4523,7267,9967,19706,20378,22038,3000,3000,10000,1000,2000,4000,1
70000,2,3,1,55,0,0,0,0,0,0,68467,64657,55201,26213,26734,27304,2249,1519,1435,956,1000,1060,0
260000,2,2,2,35,0,0,0,0,0,0,131211,132175,133289,134642,137065,108328,4001,4215,4101,4000,3300,3300,0
50000,1,3,2,22,2,0,0,-1,0,0,47021,48423,44450,956,976,1976,2543,2150,956,20,1000,1000,1
230000,2,3,1,42,-1,-1,0,0,0,0,170,2217,5167,8552,12552,10596,2217,3167,3552,5000,3000,2518,0
70000,2,2,2,30,-1,0,0,0,0,0,2429,3878,4957,6209,6338,6587,1500,1300,1500,380,500,500,1
260000,1,2,1,39,2,0,0,2,0,0,110529,113505,114531,111037,95454,96370,7010,7004,15,3000,3000,3000,1
360000,2,2,2,47,-2,-2,-2,-2,-2,-2,3899,6571,7486,24472,5935,4999,7148,8063,25217,6487,5000,0,0
220000,2,3,2,34,-2,-2,-2,-2,-1,0,99518,-482,-482,-482,18,4834,937,0,0,500,4816,3000,0
420000,2,2,2,26,-2,-2,-2,-2,-2,-2,62364,30165,106030,33694,49354,44744,30336,107382,33850,49587,47222,57258,0
20000,1,1,2,27,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
350000,2,1,2,32,0,-1,-1,-1,0,0,10830,2749,3229,3096,6373,10531,2749,3229,3500,4000,5000,4000,0
80000,2,2,2,43,0,0,0,0,0,0,77057,78102,58501,51042,19036,19414,3177,2600,3000,1691,695,882,0
360000,1,1,2,29,-1,-1,-1,-1,-1,-1,5143,2092,1864,969,2500,0,6159,1870,969,2500,0,0,0
250000,2,2,1,38,2,0,0,0,0,0,236546,232795,189111,189558,185565,189003,8007,7000,8200,7000,7000,8000,0
70000,2,2,1,33,2,0,0,0,0,0,49307,48214,27572,26810,20541,19234,1500,1300,1505,1000,1000,2000,1
70000,2,3,2,26,0,0,0,0,0,0,70251,29481,8948,9006,10570,11421,2000,1200,1500,2000,1000,2000,0
230000,1,2,2,32,0,0,0,0,0,0,28114,28006,25000,22046,19860,19831,1610,1224,655,627,620,500,0
100000,1,3,2,48,-1,-1,2,2,-1,-1,390,780,390,0,780,0,780,0,0,780,0,0,1
210000,2,1,1,34,0,0,0,0,0,0,201324,207222,209189,106090,108300,87404,10646,8601,3601,3719,3300,3400,0
140000,2,2,2,40,-2,-2,-2,-2,-2,-2,0,1887,0,0,0,0,1887,0,0,0,0,0,0
150000,2,2,1,36,0,0,0,0,0,0,339351,133681,100683,147127,79942,71976,7000,3500,3000,5242,3009,4000,0
30000,2,2,2,29,2,2,2,2,2,0,18872,21734,21103,22939,22273,22814,3500,0,2500,0,900,1000,1
210000,1,2,1,66,-1,2,-1,-1,-1,0,780,390,390,390,780,390,0,780,390,780,0,390,1
500000,2,1,1,45,-2,-2,-2,-2,-2,-2,1905,3640,162,0,151,2530,3640,162,0,151,2530,0,0
80000,1,2,2,23,0,-1,2,-1,-1,-2,25992,904,68,232,-604,-440,1000,0,1000,0,1000,0,0
20000,2,2,2,21,0,0,0,0,0,0,19382,20040,17850,13560,11748,10632,1318,1499,1099,333,2000,2000,0
50000,2,1,2,27,1,2,2,0,-1,2,2238,3057,1879,889,2399,1225,2000,0,0,2500,0,1300,1
20000,2,2,2,22,1,-1,-1,-2,-2,-2,3843,396,0,0,0,0,2000,0,0,0,0,0,1
180000,2,2,1,27,0,0,0,0,0,0,117703,116372,115445,112938,109306,104106,4171,4200,4000,3789,3959,3300,0
100000,2,2,2,31,0,0,0,0,0,0,32430,34169,36495,36910,37838,38457,2579,2905,1320,1522,1400,1419,0
200000,2,2,1,33,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
50000,2,2,2,26,0,0,-1,0,-1,0,49028,49740,780,390,850,18460,2400,780,0,850,18000,1000,0
350000,2,1,2,36,-1,-1,-1,-1,0,-1,655,23524,-3626,6531,4440,750,23537,5,10971,0,750,0,0
50000,1,2,2,58,4,3,2,2,2,2,51996,51203,50071,8086,8263,9533,300,300,300,293,1400,400,1
150000,1,4,1,40,-1,-1,-1,-1,0,-1,291,291,291,432,441,882,291,291,432,300,882,0,0
30000,2,4,1,59,0,0,0,0,0,0,30419,28221,29016,7946,8114,8382,1481,1276,1132,300,400,370,0
360000,1,1,1,30,0,0,0,-1,-1,-1,98048,69568,22030,498,3150,1074,4000,5000,498,3150,1074,2416,0
230000,1,2,1,47,-1,-1,-1,-1,-1,-1,996,997,998,-1,999,0,1000,1000,0,1000,0,0,0
90000,1,2,2,27,0,0,0,0,0,0,64497,49929,41498,36492,24636,5298,2297,2406,1400,493,106,0,0
50000,2,3,2,23,0,0,4,3,2,2,44027,52067,50977,49839,50546,49628,8800,0,0,1800,0,3800,0
300000,1,1,2,32,-2,-2,-2,-2,-2,-2,264,264,264,264,414,264,264,264,264,414,264,264,0
240000,1,2,2,30,0,0,0,0,0,-1,151127,155421,154926,148681,24105,9770,10000,10000,300,1000,9770,18037,0
80000,2,3,2,65,2,0,0,0,0,0,85882,84985,84247,81619,30095,20639,3900,4000,2048,1300,1700,401,0
360000,2,1,2,29,0,0,-2,-2,-2,-1,3280,0,0,0,0,2650,0,0,0,0,2650,0,1
130000,1,2,1,39,0,0,0,0,-2,-2,19698,10058,10833,0,0,0,1500,1000,0,0,0,0,0
50000,2,1,2,23,0,0,0,0,0,0,50933,50906,48560,49826,34318,19884,2400,2500,2608,700,3381,0,0
140000,2,2,2,27,0,0,0,0,0,0,127464,119346,89977,92381,83641,86316,6000,4000,4000,3000,4000,4000,0
500000,1,1,1,35,2,0,0,-1,0,0,510367,473584,167682,501496,508213,496801,24913,5872,508229,18089,14070,15009,1
80000,2,2,1,36,1,2,2,0,0,0,74328,75515,73741,75200,76959,78556,3000,0,2700,2950,3000,2600,1
280000,2,2,1,26,0,-1,-1,-1,-1,-1,6056,804,4712,1728,2076,1709,1200,4720,1728,2076,1709,7508,0
20000,2,1,2,22,1,2,2,0,0,2,11087,11712,11164,11395,11927,9186,1100,0,289,594,0,50,0
90000,2,1,2,30,2,2,2,2,2,2,15979,17414,16846,20559,19933,21454,2000,0,4000,0,2000,0,1
140000,2,2,1,40,0,0,0,0,0,0,98221,97548,98457,102811,104605,106917,3600,5000,6000,5000,4000,10000,0
60000,2,2,2,38,0,0,0,0,0,-1,13138,22389,16586,5516,16378,2670,20000,5000,3000,16000,3000,980,1
240000,2,2,2,30,0,-1,0,0,0,0,35380,64013,51380,25438,19376,12889,64013,1651,1705,564,2093,144734,0
100000,1,1,1,31,0,0,0,0,0,0,30505,31509,32597,33520,28930,30478,1509,1597,1520,1500,2000,26715,1
260000,2,3,3,55,0,0,0,0,0,0,185441,190942,194161,197287,172561,165409,10000,8000,7150,7057,7396,4060,0
10000,2,2,1,32,0,0,0,0,0,0,4695,5719,6733,7616,7779,8646,1103,1117,1000,286,1000,200,1
50000,2,2,3,24,0,0,0,0,0,0,40901,37962,26566,9866,5386,5651,1600,6207,1465,2200,1000,3000,0
10000,2,3,1,52,2,2,2,2,2,2,3475,4366,4148,4579,4360,4787,1100,0,500,0,500,0,0
260000,2,1,2,26,-1,-1,2,0,0,2,1608,19948,20330,21369,22728,21983,29447,1000,1700,2000,0,1500,0
200000,2,2,2,40,2,0,0,0,0,0,176502,176297,162826,160186,161965,152361,8000,7300,6000,6000,6000,6000,1
500000,1,1,2,31,0,0,-1,-1,-1,-1,30056,18415,1697,-107,2693,5393,6000,1697,0,2800,5400,8300,0
230000,2,3,1,32,1,2,0,-1,0,-1,167419,16968,7226,1469,690,388,76,3742,1546,0,388,910,0
30000,1,3,1,28,2,2,2,2,2,4,23848,23873,24182,26022,27462,27531,700,1000,2550,2013,1108,0,1
260000,2,2,2,27,0,0,0,-1,-1,0,25419,19045,19270,11915,114479,24511,3000,3017,11915,114479,2000,2500,0
220000,1,2,2,39,-1,-1,0,0,0,0,3553,15696,17257,21624,26246,30781,15696,5000,5000,5000,5000,5000,0
120000,1,1,2,28,0,0,0,0,0,0,120942,118576,118240,116142,115087,117647,4585,5923,4533,4200,4433,4241,0
20000,1,2,2,25,2,2,3,3,3,3,1050,1050,1050,1050,1050,1050,0,0,0,0,0,0,0
500000,2,1,2,45,-1,-1,-1,0,-1,-1,290,5640,52858,151479,29343,2355,5692,52858,100756,29488,2365,8762,0
330000,1,2,1,29,0,0,0,0,0,0,25131,16610,17586,12580,16254,8213,1200,1157,1331,4005,299,701,0
120000,1,1,2,28,0,0,0,0,0,0,35220,38036,38746,40107,41464,42680,3700,1640,2000,2000,2000,1800,0
130000,2,2,2,34,0,0,0,0,2,0,99593,100415,103618,107525,104042,100190,4050,5600,7800,0,3900,3100,1
130000,2,2,1,27,2,0,0,2,0,0,54921,55055,54804,52439,52609,52739,2000,6844,0,2071,2115,1640,0
100000,2,1,1,40,2,2,2,2,2,2,63422,64785,63179,67467,65784,69309,3000,0,5346,0,4600,3000,1
140000,2,2,1,27,0,0,0,0,0,0,125273,125756,111799,107375,104299,106280,6000,6000,3910,3936,3871,3841,1
140000,2,2,1,31,1,-2,-1,-1,-2,-2,-53,-53,1117,0,0,0,0,1170,0,0,0,278,0
500000,2,1,2,29,0,0,0,0,2,2,201500,196051,161342,154127,149472,139130,10000,7031,10100,5663,0,4448,0
170000,2,2,1,52,0,0,0,0,0,0,170133,168945,160660,163652,131396,130402,7620,6200,10000,5100,5500,5000,1
110000,2,3,1,36,0,0,-1,-1,-1,-2,2309,3238,250,3100,0,0,1002,450,3100,0,0,0,0
30000,2,2,2,33,-2,-2,-2,-2,-2,-2,498,4831,477,8560,1550,955,4831,477,8561,1550,955,570,0
220000,1,1,1,34,-2,-2,-2,-2,-2,-2,6433,6286,4903,9078,3583,4682,6307,4927,9123,3587,4698,13774,0
300000,2,1,2,29,0,-1,-1,-1,0,-1,26857,9505,8933,14357,24549,3031,9511,8933,14357,15000,3031,20993,0
250000,1,1,2,29,-1,-1,-1,-1,-1,0,12044,3260,4037,1184,5107,1893,3276,4057,1196,5123,6,2539,0
30000,1,2,1,24,0,0,0,0,0,0,29416,30476,30386,29769,30395,30348,1540,1447,1027,1066,1288,1104,0
50000,1,2,2,23,0,0,0,0,0,2,22643,23758,24870,18740,17861,17433,1497,1609,1279,1500,0,637,1
50000,1,1,2,28,0,0,0,0,0,0,42046,47356,47445,49701,49068,0,11000,5000,5000,31507,0,0,0
180000,2,2,1,58,-2,-2,-2,-2,-2,-2,0,0,750,1576,1504,0,0,750,1576,1504,0,1000,0
80000,2,2,1,50,2,0,-1,0,0,0,89901,85406,75789,77870,73601,76751,6000,81789,3870,4601,4751,4718,1
50000,2,2,2,24,0,0,0,0,-1,-1,50062,34819,48909,15033,3198,0,2000,15412,870,3198,0,0,0
140000,2,2,1,33,-1,-1,-1,-1,0,0,1750,397,13126,3454,1747,1240,397,13126,3456,89,156,2813,0
50000,1,2,2,27,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
430000,2,1,1,38,1,-1,-1,-2,-2,-1,-469,215,-101,-1217,-2333,2351,1000,0,0,0,5000,12000,0
430000,1,1,1,39,-1,-1,0,0,-1,-1,43970,46127,336073,325463,38290,21800,50942,325470,20003,39068,21800,351282,0
360000,2,2,1,41,0,0,0,0,0,0,270553,255348,262153,260025,169474,130705,10900,12500,12500,7000,5000,5200,0
230000,1,2,2,46,1,-1,-1,-1,-1,-1,378,907,1599,378,756,0,907,1599,378,756,0,754,0
250000,1,4,1,39,-2,-2,-2,-2,-2,-2,14310,3697,0,0,0,0,3700,0,0,0,0,0,0
80000,1,3,2,33,1,-1,-1,-1,-2,-2,0,3495,500,0,0,0,3495,765,0,0,0,0,0
290000,2,1,1,33,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1
20000,1,1,2,23,0,0,0,0,0,0,10242,18778,19065,18025,17414,17068,10000,1300,1300,609,700,1809,0
50000,1,1,2,32,1,2,2,2,2,2,45997,47003,46468,47198,49634,48708,2064,500,1800,3528,0,3000,1
80000,2,2,2,31,2,0,0,0,0,0,30911,28190,27045,22843,20578,19049,2009,1751,1500,1000,779,545,1
500000,2,1,1,34,-2,-2,-1,2,2,-2,0,0,3500,3500,0,0,0,3500,0,0,0,0,1
80000,1,4,1,54,0,0,0,0,0,0,61454,61808,62290,29296,26210,17643,2545,2208,1336,2232,542,348,1
50000,1,2,2,24,0,0,2,2,0,0,20378,23346,23670,22994,23473,23932,3300,1000,0,1000,1000,962,1
210000,2,2,1,36,-1,-1,-1,0,-1,-1,396,590,2042,1646,396,396,590,2042,0,396,396,396,0
200000,2,3,1,32,0,0,0,0,0,0,132436,133530,137837,140609,141896,151082,4780,6459,6550,5106,11500,0,1
150000,2,2,1,41,2,2,2,2,2,2,68571,69845,71434,72365,73377,75052,3000,3300,2700,2800,3000,2800,1
240000,2,3,2,49,-1,0,0,0,2,0,1271,4241,7164,10041,9731,13540,3000,3000,3000,0,4000,3000,0
100000,1,2,2,22,0,0,0,0,0,0,35986,36663,36218,38044,37222,37740,2548,2625,2451,890,1056,912,0
80000,2,2,2,24,0,0,0,0,0,0,77139,78690,57259,56939,59066,60008,3010,2100,2000,3000,2500,2100,0
180000,2,1,1,44,1,-1,-1,-1,-1,-1,2788,5646,13647,30848,15520,558,5646,13901,30848,15520,558,26733,0
200000,1,3,2,40,-1,-1,-1,-1,-2,-1,6154,6000,5762,0,0,3117,6000,5762,0,0,3117,2000,0
500000,1,1,2,32,0,-1,0,0,0,-1,18290,25287,24385,18168,4469,27796,25287,1037,363,89,27796,8000,0
100000,1,2,1,35,1,2,2,2,2,2,59121,57604,62635,64994,63827,67839,0,6000,4000,0,5100,2200,1
200000,1,3,1,60,0,0,0,2,2,2,135775,136946,142735,149574,151108,142190,4916,8011,10800,5411,0,4959,0
70000,2,3,1,38,1,2,0,0,0,0,59020,57400,21868,13514,14303,14211,50,1379,1500,1000,1000,1000,0
90000,2,2,2,26,2,2,2,0,0,0,87606,91430,88705,65632,49431,50864,7063,7,2054,1800,2864,3197,1
260000,2,2,1,46,0,0,2,2,2,0,18256,19556,18136,24018,21490,18196,2934,0,8000,0,2000,8000,0
50000,2,1,2,23,-1,-1,-2,-2,-2,-2,2332,0,0,0,0,0,0,0,0,0,0,0,0
290000,1,1,2,33,0,0,0,0,0,0,277227,279189,265077,241284,102450,104544,10681,15089,8801,7450,4544,4028,0
290000,2,2,1,29,2,0,0,0,0,0,112676,113924,116828,119857,122243,124885,4500,4630,4857,4251,4485,4493,1
160000,1,3,2,31,0,0,0,0,0,0,108963,105748,109050,112243,114513,114902,4500,5000,5000,4100,4192,6000,0
90000,2,1,1,43,-1,-1,2,-1,-1,-1,16139,7199,4367,7660,21175,4009,4367,9,7660,21175,4009,7452,0
240000,2,3,3,37,-1,-1,-1,-1,0,0,374,1823,1788,6229,15829,20785,1823,1788,6229,10000,10000,5640,0
300000,2,3,2,33,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1
20000,1,2,2,25,0,0,2,2,2,0,14193,16489,15936,18015,17431,18000,2850,0,2355,0,1000,900,1
450000,2,2,2,35,1,2,0,0,0,0,347994,311267,365723,370496,374405,373155,0,90000,14011,14029,14052,14000,0
210000,2,2,2,35,0,0,0,0,0,0,209802,208421,190737,142271,137171,130687,8800,8023,4809,5001,5000,5000,0
60000,2,1,2,23,0,0,0,0,0,0,21972,24612,16711,8549,7635,12258,3126,1392,5033,3601,5200,3647,0
110000,2,2,1,41,0,0,0,0,0,0,100143,98338,92457,79496,72458,72168,4000,4000,3530,4000,4000,5000,0
50000,2,1,2,22,0,0,0,0,0,0,38393,36240,31675,31849,31323,32620,2000,2000,2000,1500,3023,0,0
180000,2,2,2,39,-1,-1,-1,-1,-1,-1,671,671,671,671,671,671,671,671,671,671,671,671,1
50000,2,2,2,26,1,2,2,2,2,3,18253,20539,20616,20977,23287,22637,2900,700,1000,2970,0,0,0
160000,2,3,2,37,2,2,0,0,0,2,16626,16075,17490,20724,23952,23859,0,2000,3539,3566,446,3000,1
480000,2,2,1,38,0,0,0,0,0,0,90258,76099,56776,37484,37906,18387,30000,1708,1292,1010,772,705,0
50000,1,3,1,32,0,0,0,0,0,-1,47974,43680,22133,12882,8131,3983,3000,2871,1000,163,3983,3771,1
260000,2,2,1,43,1,-2,-2,-1,0,-1,0,-416,-1248,832,416,1398,0,0,2080,0,1398,0,0
210000,2,2,1,30,0,0,0,0,0,0,107539,103234,47363,45810,42093,36587,3000,3018,2000,1500,1500,2000,0
150000,2,2,2,25,-1,-1,-1,-1,0,-1,1344,1041,2021,4495,15145,525,1041,2021,4495,10650,525,0,0
200000,1,1,1,42,-1,-1,-1,-1,-1,0,3664,718,2946,390,390,390,718,2946,390,390,0,1313,0
180000,2,3,1,39,2,0,0,-2,-2,-2,172488,72050,0,0,0,0,3450,0,0,0,0,0,1
500000,2,1,2,34,-1,-1,-1,-1,0,-1,4677,6187,4775,31188,5827,3637,6187,4775,31188,0,4119,7390,0
300000,2,2,2,28,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1
360000,2,2,1,33,0,0,0,-2,-2,-2,11596,11775,0,0,0,0,1058,0,0,0,0,0,0
150000,2,2,2,23,-2,-2,-2,-2,-1,2,198,4824,1276,4830,10251,5706,4848,1282,4854,10251,0,7328,0
80000,2,3,1,42,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
150000,2,1,2,29,-1,-1,-1,-1,-1,-1,962,5868,15218,15965,9275,25321,5868,15283,15972,9275,25321,7350,0
20000,1,1,2,24,2,2,2,2,2,2,1891,5680,5441,6346,6099,7235,4000,0,1000,0,1237,1000,1
50000,2,1,3,48,0,0,-1,-1,-2,-2,83400,80000,4990,3596,1386,4775,1600,4990,13616,1310,4789,1345,0
290000,1,2,1,38,-2,-2,-2,-2,-2,-2,24709,291,6161,6200,3892,4072,291,6170,6216,3892,4072,4382,0
50000,2,2,1,44,0,0,0,0,0,0,50496,47955,48751,37140,19535,19492,2007,10109,1514,1000,1000,1000,0
60000,1,2,2,36,2,2,2,2,2,0,80709,76179,71219,67687,61691,57626,2300,2000,3000,0,3000,2000,0
20000,1,2,2,25,4,5,4,3,2,0,20014,19432,18840,18248,17816,18021,0,0,0,0,636,1200,1
180000,2,2,1,38,0,0,0,0,0,0,152510,151651,159019,123022,126075,126219,5657,10372,5000,5000,5000,5000,0
80000,1,1,2,25,-1,-1,2,-1,-1,-1,825,1650,825,825,825,825,1650,0,825,825,825,0,0
80000,1,2,1,25,0,0,0,0,0,0,77199,79640,48977,49369,49778,50404,3700,1600,1600,1610,1866,1200,0
80000,2,2,2,25,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
210000,2,4,2,25,0,0,0,0,-2,-2,179248,21612,5259,-243,-243,-243,3151,2000,0,0,0,0,0
200000,2,2,2,49,2,2,2,2,2,2,91140,93011,90634,95464,99894,98171,4200,0,7260,6100,0,3800,1
60000,2,3,1,30,1,2,0,0,0,0,15442,16091,17512,18413,19951,21454,1200,2000,1500,2000,2000,1300,0
140000,2,1,1,36,0,0,0,0,0,0,132629,135901,138858,97585,95447,91717,5406,5700,3600,13500,3466,3333,0
200000,2,1,2,32,0,0,0,0,0,0,118532,121068,119122,121402,115419,116749,6000,4500,4300,6000,4400,4500,0
140000,2,2,2,27,0,0,0,0,0,0,62986,64498,63093,58650,54946,53773,5000,3000,5000,3000,3000,3000,0
300000,2,3,2,29,-2,-2,-2,-2,-2,-2,-140,28092,3572,195,209,990,28232,3589,195,210,994,0,1
10000,1,3,2,21,0,0,2,0,0,0,4797,6457,6154,6154,6280,0,2400,0,0,126,0,0,0
20000,2,2,2,24,0,0,0,0,0,0,2004,3193,4050,4129,4367,4613,1211,1068,147,304,467,0,1
230000,2,2,1,34,2,-1,-1,-1,-1,-1,566,2329,1894,2528,1865,1496,2329,1894,2532,1865,1496,1873,0
30000,1,3,2,44,4,3,2,7,7,7,2646,2646,2646,2646,2646,2646,0,0,0,0,0,0,0
290000,2,1,1,45,-1,-1,-1,-1,-1,-1,664,0,632,0,3152,316,0,632,0,3152,316,0,0
180000,2,1,2,29,-1,-1,-1,-1,-1,-1,15991,1473,26876,53390,35292,61910,1473,26876,53390,35292,61910,23913,0
50000,2,2,2,22,1,2,0,0,0,0,51798,50497,30935,14010,19110,19500,0,1663,1544,5500,390,0,0
180000,1,1,2,32,0,0,0,0,0,0,85040,77213,68131,62704,60133,59335,2937,2226,2271,2108,3012,1933,0
80000,2,2,1,44,0,0,0,0,0,0,76992,73036,17576,5616,25439,25833,2000,1000,4554,21000,1000,1000,0
310000,2,1,1,35,-1,-1,0,0,0,0,2948,62593,152141,125325,109142,103020,62635,100042,4017,9184,4081,6042,0
20000,2,2,1,29,0,0,0,0,0,0,5586,6599,7615,8472,8640,8971,1268,1284,1141,309,470,321,1
30000,2,2,1,23,6,5,4,4,3,2,40439,37936,36489,33971,31632,28677,0,1011,0,0,0,2405,1
400000,1,1,2,29,0,-1,0,0,0,0,1123,82556,67823,61918,61884,61911,82694,1939,1720,1712,1766,1907,0
200000,2,1,2,27,-2,-2,-2,-2,-2,-2,0,127,133,386,393,286,127,133,386,400,286,500,0
220000,1,3,2,30,0,0,-1,-1,-1,-1,35258,17740,4698,5036,8269,3681,1066,4723,5051,8293,3692,3087,0
480000,2,1,1,43,0,0,0,0,0,0,276681,282328,288120,294000,300000,3493,5647,5792,5880,6000,3493,21308,0
310000,2,1,1,41,-1,0,0,0,0,0,30680,126866,129449,106382,98892,92599,100000,16036,5000,3000,3000,3000,0
20000,1,3,1,52,1,2,2,-2,-2,-2,10474,10000,0,0,0,0,0,0,0,0,0,0,1
20000,2,2,2,27,0,0,0,0,0,0,20218,19194,20112,19712,19712,6321,1482,1400,0,0,0,0,0
100000,2,1,1,37,0,0,0,0,0,0,70113,71567,72410,73846,75556,77742,3181,2628,2640,2897,3600,2500,0
20000,2,2,1,48,-1,2,2,-1,0,-1,780,780,390,780,390,1735,390,0,780,0,1735,0,0
180000,2,3,2,30,-1,-1,-1,-1,-1,-2,1730,6792,0,3180,2682,0,6792,0,3180,2682,0,5593,0
20000,1,3,2,48,0,0,0,0,2,0,5861,6728,7739,8339,8061,8221,1119,1130,730,0,294,305,0
260000,2,1,2,28,0,0,0,0,0,0,187068,193245,204730,246985,240543,227725,10360,60000,100008,10000,11700,5000,1
280000,2,1,1,29,0,0,0,0,0,0,58308,61024,62665,63730,57916,59122,4000,3000,2315,2103,2500,2000,0
360000,2,1,2,29,0,0,0,0,0,0,148582,96639,82386,50887,52249,35311,90044,10090,50006,20000,5000,20000,0
60000,2,3,2,40,-1,-1,-2,-2,-2,-2,728,0,0,0,0,0,22,10785,0,0,0,0,0
130000,2,2,2,43,0,0,0,0,0,0,87289,81818,41268,31836,33559,10390,5000,2000,2000,2000,2000,2000,0
210000,1,3,1,49,0,0,0,0,0,0,27984,27686,29209,28326,26198,25020,1500,2000,1500,1000,1500,1300,0
70000,2,2,1,34,0,0,0,0,0,0,43662,44733,45775,46911,48128,51182,1800,1764,1900,2000,4000,2000,1
180000,2,3,1,33,-1,0,0,0,0,-1,170126,171247,156803,159342,10400,20650,5950,7133,7369,600,20650,21650,0
290000,1,1,1,40,0,0,0,0,0,0,97193,98441,95169,93718,89712,82809,6000,4000,4250,5000,3241,3500,0
50000,1,2,2,26,-1,0,0,0,0,0,6945,7185,3412,4158,6158,2133,2000,2000,1000,2000,2000,2000,0
50000,2,2,1,39,-1,-1,-1,-1,-1,-1,390,390,390,390,390,390,390,390,390,390,390,390,1
270000,2,1,1,41,-1,-1,-1,-1,-1,-1,1278,-4,3564,1280,1898,0,0,3568,1280,1898,0,2605,0
300000,1,2,2,26,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
30000,2,2,2,22,0,-1,-1,0,0,-1,3077,390,1946,2503,0,780,390,1946,1000,0,780,1160,0
130000,1,2,1,49,0,0,0,0,-1,-1,24008,21231,14323,7722,4689,-3614,3000,5000,2822,5000,0,6500,0
350000,2,1,2,31,0,0,0,0,0,2,181550,177978,164481,198545,232543,165288,10000,20000,100048,60000,0,5000,0
170000,1,2,2,41,-2,-2,-2,-2,-1,-1,6175,7404,7829,2218,3972,3643,7417,7862,2218,4866,3643,2732,0
430000,2,1,2,38,0,0,0,0,0,0,41092,43095,44692,45648,47884,136701,3000,2300,2000,3000,90000,4000,0
130000,2,3,2,39,1,2,2,2,0,-1,4867,3189,4634,2946,1473,780,0,2946,0,0,780,0,0
30000,1,1,1,45,1,2,2,2,3,2,25829,25121,27988,30515,29738,29126,0,3600,3300,0,0,1100,0
20000,2,2,2,23,1,2,0,0,0,2,15596,15053,15773,17102,18704,18263,0,1269,1598,2200,0,3700,1
220000,2,4,2,46,0,0,0,0,0,0,104603,107850,112108,113520,101164,88354,5000,6000,5000,3649,3580,4000,0
50000,1,2,1,53,2,0,0,2,0,0,17946,18946,21904,21243,20225,19850,1306,3264,0,846,856,804,0
110000,1,1,2,29,-1,-1,0,0,0,0,750,71015,72517,72537,55600,72442,71022,5000,5000,5000,22000,5000,0
60000,1,3,2,41,-1,-1,-1,-1,-1,-1,866,29123,26766,-1644,6398,5556,29687,30000,0,20009,10000,10000,0
50000,2,2,2,32,0,0,2,0,0,0,40253,40757,33922,30097,29013,28167,5806,6,1000,1000,1200,1100,0
